keyword,cluster_id,cluster_size,intent,modifier_hits,score,volume,difficulty,cpc
ultimate channel mix planning 2025,3,30,unspecified,2,1.4,,,
ultimate channel mix planning example,3,30,unspecified,2,1.4,,,
ultimate channel mix planning pdf,3,30,unspecified,2,1.4,,,
ultimate channel mix planning template,3,30,unspecified,2,1.4,,,
ultimate channel mix planning uk,3,30,unspecified,2,1.4,,,
ultimate how to create a marketing plan 2025,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan example,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan pdf,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan template,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan uk,1,30,informational,2,1.4,,,
best digital marketing strategy guide 2025,0,180,informational,2,1.4,,,
best digital marketing strategy guide example,0,180,informational,2,1.4,,,
best digital marketing strategy guide pdf,0,180,informational,2,1.4,,,
best digital marketing strategy guide template,0,180,informational,2,1.4,,,
best digital marketing strategy guide uk,0,180,informational,2,1.4,,,
best marketing consultant advice 2025,0,180,commercial,2,1.4,,,
best marketing consultant advice example,0,180,commercial,2,1.4,,,
best marketing consultant advice pdf,0,180,commercial,2,1.4,,,
best marketing consultant advice template,0,180,commercial,2,1.4,,,
best marketing consultant advice uk,0,180,commercial,2,1.4,,,
best marketing strategy for small business 2025,0,180,commercial,2,1.4,,,
best marketing strategy for small business example,0,180,commercial,2,1.4,,,
best marketing strategy for small business pdf,0,180,commercial,2,1.4,,,
best marketing strategy for small business template,0,180,commercial,2,1.4,,,
best marketing strategy for small business uk,0,180,commercial,2,1.4,,,
best marketing strategy framework 2025,0,180,commercial,2,1.4,,,
best marketing strategy framework example,0,180,commercial,2,1.4,,,
best marketing strategy framework pdf,0,180,commercial,2,1.4,,,
best marketing strategy framework template,0,180,commercial,2,1.4,,,
best marketing strategy framework uk,0,180,commercial,2,1.4,,,
best small business marketing tips 2025,0,180,commercial,2,1.4,,,
best small business marketing tips example,0,180,commercial,2,1.4,,,
best small business marketing tips pdf,0,180,commercial,2,1.4,,,
best small business marketing tips template,0,180,commercial,2,1.4,,,
best small business marketing tips uk,0,180,commercial,2,1.4,,,
best track marketing roi 2025,0,180,commercial,2,1.4,,,
best track marketing roi example,0,180,commercial,2,1.4,,,
best track marketing roi pdf,0,180,commercial,2,1.4,,,
best track marketing roi template,0,180,commercial,2,1.4,,,
best track marketing roi uk,0,180,commercial,2,1.4,,,
simple digital marketing strategy guide 2025,0,180,informational,2,1.4,,,
simple digital marketing strategy guide example,0,180,informational,2,1.4,,,
simple digital marketing strategy guide pdf,0,180,informational,2,1.4,,,
simple digital marketing strategy guide template,0,180,informational,2,1.4,,,
simple digital marketing strategy guide uk,0,180,informational,2,1.4,,,
simple marketing consultant advice 2025,0,180,unspecified,2,1.4,,,
simple marketing consultant advice example,0,180,unspecified,2,1.4,,,
simple marketing consultant advice pdf,0,180,unspecified,2,1.4,,,
simple marketing consultant advice template,0,180,unspecified,2,1.4,,,
simple marketing consultant advice uk,0,180,unspecified,2,1.4,,,
simple marketing strategy for small business 2025,0,180,unspecified,2,1.4,,,
simple marketing strategy for small business example,0,180,unspecified,2,1.4,,,
simple marketing strategy for small business pdf,0,180,unspecified,2,1.4,,,
simple marketing strategy for small business template,0,180,unspecified,2,1.4,,,
simple marketing strategy for small business uk,0,180,unspecified,2,1.4,,,
simple marketing strategy framework 2025,0,180,unspecified,2,1.4,,,
simple marketing strategy framework example,0,180,unspecified,2,1.4,,,
simple marketing strategy framework pdf,0,180,unspecified,2,1.4,,,
simple marketing strategy framework template,0,180,unspecified,2,1.4,,,
simple marketing strategy framework uk,0,180,unspecified,2,1.4,,,
simple small business marketing tips 2025,0,180,unspecified,2,1.4,,,
simple small business marketing tips example,0,180,unspecified,2,1.4,,,
simple small business marketing tips pdf,0,180,unspecified,2,1.4,,,
simple small business marketing tips template,0,180,unspecified,2,1.4,,,
simple small business marketing tips uk,0,180,unspecified,2,1.4,,,
simple track marketing roi 2025,0,180,unspecified,2,1.4,,,
simple track marketing roi example,0,180,unspecified,2,1.4,,,
simple track marketing roi pdf,0,180,unspecified,2,1.4,,,
simple track marketing roi template,0,180,unspecified,2,1.4,,,
simple track marketing roi uk,0,180,unspecified,2,1.4,,,
step by step digital marketing strategy guide 2025,0,180,informational,2,1.4,,,
step by step digital marketing strategy guide example,0,180,informational,2,1.4,,,
step by step digital marketing strategy guide pdf,0,180,informational,2,1.4,,,
step by step digital marketing strategy guide template,0,180,informational,2,1.4,,,
step by step digital marketing strategy guide uk,0,180,informational,2,1.4,,,
step by step marketing consultant advice 2025,0,180,unspecified,2,1.4,,,
step by step marketing consultant advice example,0,180,unspecified,2,1.4,,,
step by step marketing consultant advice pdf,0,180,unspecified,2,1.4,,,
step by step marketing consultant advice template,0,180,unspecified,2,1.4,,,
step by step marketing consultant advice uk,0,180,unspecified,2,1.4,,,
step by step marketing strategy for small business 2025,0,180,unspecified,2,1.4,,,
step by step marketing strategy for small business example,0,180,unspecified,2,1.4,,,
step by step marketing strategy for small business pdf,0,180,unspecified,2,1.4,,,
step by step marketing strategy for small business template,0,180,unspecified,2,1.4,,,
step by step marketing strategy for small business uk,0,180,unspecified,2,1.4,,,
step by step marketing strategy framework 2025,0,180,unspecified,2,1.4,,,
step by step marketing strategy framework example,0,180,unspecified,2,1.4,,,
step by step marketing strategy framework pdf,0,180,unspecified,2,1.4,,,
step by step marketing strategy framework template,0,180,unspecified,2,1.4,,,
step by step marketing strategy framework uk,0,180,unspecified,2,1.4,,,
step by step small business marketing tips 2025,0,180,unspecified,2,1.4,,,
step by step small business marketing tips example,0,180,unspecified,2,1.4,,,
step by step small business marketing tips pdf,0,180,unspecified,2,1.4,,,
step by step small business marketing tips template,0,180,unspecified,2,1.4,,,
step by step small business marketing tips uk,0,180,unspecified,2,1.4,,,
step by step track marketing roi 2025,0,180,unspecified,2,1.4,,,
step by step track marketing roi example,0,180,unspecified,2,1.4,,,
step by step track marketing roi pdf,0,180,unspecified,2,1.4,,,
step by step track marketing roi template,0,180,unspecified,2,1.4,,,
step by step track marketing roi uk,0,180,unspecified,2,1.4,,,
ultimate digital marketing strategy guide 2025,0,180,informational,2,1.4,,,
ultimate digital marketing strategy guide example,0,180,informational,2,1.4,,,
ultimate digital marketing strategy guide pdf,0,180,informational,2,1.4,,,
ultimate digital marketing strategy guide template,0,180,informational,2,1.4,,,
ultimate digital marketing strategy guide uk,0,180,informational,2,1.4,,,
ultimate marketing consultant advice 2025,0,180,unspecified,2,1.4,,,
ultimate marketing consultant advice example,0,180,unspecified,2,1.4,,,
ultimate marketing consultant advice pdf,0,180,unspecified,2,1.4,,,
ultimate marketing consultant advice template,0,180,unspecified,2,1.4,,,
ultimate marketing consultant advice uk,0,180,unspecified,2,1.4,,,
ultimate marketing strategy for small business 2025,0,180,unspecified,2,1.4,,,
ultimate marketing strategy for small business example,0,180,unspecified,2,1.4,,,
ultimate marketing strategy for small business pdf,0,180,unspecified,2,1.4,,,
ultimate marketing strategy for small business template,0,180,unspecified,2,1.4,,,
ultimate marketing strategy for small business uk,0,180,unspecified,2,1.4,,,
ultimate marketing strategy framework 2025,0,180,unspecified,2,1.4,,,
ultimate marketing strategy framework example,0,180,unspecified,2,1.4,,,
ultimate marketing strategy framework pdf,0,180,unspecified,2,1.4,,,
ultimate marketing strategy framework template,0,180,unspecified,2,1.4,,,
ultimate marketing strategy framework uk,0,180,unspecified,2,1.4,,,
ultimate small business marketing tips 2025,0,180,unspecified,2,1.4,,,
ultimate small business marketing tips example,0,180,unspecified,2,1.4,,,
ultimate small business marketing tips pdf,0,180,unspecified,2,1.4,,,
ultimate small business marketing tips template,0,180,unspecified,2,1.4,,,
ultimate small business marketing tips uk,0,180,unspecified,2,1.4,,,
ultimate track marketing roi 2025,0,180,unspecified,2,1.4,,,
ultimate track marketing roi example,0,180,unspecified,2,1.4,,,
ultimate track marketing roi pdf,0,180,unspecified,2,1.4,,,
ultimate track marketing roi template,0,180,unspecified,2,1.4,,,
ultimate track marketing roi uk,0,180,unspecified,2,1.4,,,
audience research methods 2025,2,30,unspecified,1,1.2,,,
audience research methods example,2,30,unspecified,1,1.2,,,
audience research methods pdf,2,30,unspecified,1,1.2,,,
audience research methods template,2,30,unspecified,1,1.2,,,
audience research methods uk,2,30,unspecified,1,1.2,,,
best audience research methods,2,30,commercial,1,1.2,,,
best channel mix planning,3,30,commercial,1,1.2,,,
best how to create a marketing plan,1,30,informational,1,1.2,,,
channel mix planning 2025,3,30,unspecified,1,1.2,,,
channel mix planning example,3,30,unspecified,1,1.2,,,
channel mix planning pdf,3,30,unspecified,1,1.2,,,
channel mix planning template,3,30,unspecified,1,1.2,,,
channel mix planning uk,3,30,unspecified,1,1.2,,,
how to create a marketing plan 2025,1,30,informational,1,1.2,,,
how to create a marketing plan example,1,30,informational,1,1.2,,,
how to create a marketing plan pdf,1,30,informational,1,1.2,,,
how to create a marketing plan template,1,30,informational,1,1.2,,,
how to create a marketing plan uk,1,30,informational,1,1.2,,,
simple audience research methods,2,30,unspecified,1,1.2,,,
simple channel mix planning,3,30,unspecified,1,1.2,,,
simple how to create a marketing plan,1,30,informational,1,1.2,,,
step by step audience research methods,2,30,unspecified,1,1.2,,,
step by step channel mix planning,3,30,unspecified,1,1.2,,,
step by step how to create a marketing plan,1,30,informational,1,1.2,,,
ultimate audience research methods,2,30,unspecified,1,1.2,,,
ultimate channel mix planning,3,30,unspecified,1,1.2,,,
ultimate how to create a marketing plan,1,30,informational,1,1.2,,,
best digital marketing strategy guide,0,180,informational,1,1.2,,,
best marketing consultant advice,0,180,commercial,1,1.2,,,
best marketing strategy for small business,0,180,commercial,1,1.2,,,
best marketing strategy framework,0,180,commercial,1,1.2,,,
best small business marketing tips,0,180,commercial,1,1.2,,,
best track marketing roi,0,180,commercial,1,1.2,,,
digital marketing strategy guide 2025,0,180,informational,1,1.2,,,
digital marketing strategy guide example,0,180,informational,1,1.2,,,
digital marketing strategy guide pdf,0,180,informational,1,1.2,,,
digital marketing strategy guide template,0,180,informational,1,1.2,,,
digital marketing strategy guide uk,0,180,informational,1,1.2,,,
marketing consultant advice 2025,0,180,unspecified,1,1.2,,,
marketing consultant advice example,0,180,unspecified,1,1.2,,,
marketing consultant advice pdf,0,180,unspecified,1,1.2,,,
marketing consultant advice template,0,180,unspecified,1,1.2,,,
marketing consultant advice uk,0,180,unspecified,1,1.2,,,
marketing strategy for small business 2025,0,180,unspecified,1,1.2,,,
marketing strategy for small business example,0,180,unspecified,1,1.2,,,
marketing strategy for small business pdf,0,180,unspecified,1,1.2,,,
marketing strategy for small business template,0,180,unspecified,1,1.2,,,
marketing strategy for small business uk,0,180,unspecified,1,1.2,,,
marketing strategy framework 2025,0,180,unspecified,1,1.2,,,
marketing strategy framework example,0,180,unspecified,1,1.2,,,
marketing strategy framework pdf,0,180,unspecified,1,1.2,,,
marketing strategy framework template,0,180,unspecified,1,1.2,,,
marketing strategy framework uk,0,180,unspecified,1,1.2,,,
simple digital marketing strategy guide,0,180,informational,1,1.2,,,
simple marketing consultant advice,0,180,unspecified,1,1.2,,,
simple marketing strategy for small business,0,180,unspecified,1,1.2,,,
simple marketing strategy framework,0,180,unspecified,1,1.2,,,
simple small business marketing tips,0,180,unspecified,1,1.2,,,
simple track marketing roi,0,180,unspecified,1,1.2,,,
small business marketing tips 2025,0,180,unspecified,1,1.2,,,
small business marketing tips example,0,180,unspecified,1,1.2,,,
small business marketing tips pdf,0,180,unspecified,1,1.2,,,
small business marketing tips template,0,180,unspecified,1,1.2,,,
small business marketing tips uk,0,180,unspecified,1,1.2,,,
step by step digital marketing strategy guide,0,180,informational,1,1.2,,,
step by step marketing consultant advice,0,180,unspecified,1,1.2,,,
step by step marketing strategy for small business,0,180,unspecified,1,1.2,,,
step by step marketing strategy framework,0,180,unspecified,1,1.2,,,
step by step small business marketing tips,0,180,unspecified,1,1.2,,,
step by step track marketing roi,0,180,unspecified,1,1.2,,,
track marketing roi 2025,0,180,unspecified,1,1.2,,,
track marketing roi example,0,180,unspecified,1,1.2,,,
track marketing roi pdf,0,180,unspecified,1,1.2,,,
track marketing roi template,0,180,unspecified,1,1.2,,,
track marketing roi uk,0,180,unspecified,1,1.2,,,
ultimate digital marketing strategy guide,0,180,informational,1,1.2,,,
ultimate marketing consultant advice,0,180,unspecified,1,1.2,,,
ultimate marketing strategy for small business,0,180,unspecified,1,1.2,,,
ultimate marketing strategy framework,0,180,unspecified,1,1.2,,,
ultimate small business marketing tips,0,180,unspecified,1,1.2,,,
ultimate track marketing roi,0,180,unspecified,1,1.2,,,
audience research methods,2,30,unspecified,0,1.0,,,
channel mix planning,3,30,unspecified,0,1.0,,,
how to create a marketing plan,1,30,informational,0,1.0,,,
digital marketing strategy guide,0,180,informational,0,1.0,,,
marketing consultant advice,0,180,unspecified,0,1.0,,,
marketing strategy for small business,0,180,unspecified,0,1.0,,,
marketing strategy framework,0,180,unspecified,0,1.0,,,
small business marketing tips,0,180,unspecified,0,1.0,,,
track marketing roi,0,180,unspecified,0,1.0,,,
