keyword,cluster_id,cluster_size,intent,modifier_hits,score,volume,difficulty,cpc
simple marketing strategy framework pdf,5,24,unspecified,2,1.4,,,
simple marketing strategy framework template,5,24,unspecified,2,1.4,,,
simple marketing strategy framework uk,5,24,unspecified,2,1.4,,,
simple track marketing roi 2025,8,24,unspecified,2,1.4,,,
simple track marketing roi example,8,24,unspecified,2,1.4,,,
simple track marketing roi pdf,8,24,unspecified,2,1.4,,,
simple track marketing roi template,8,24,unspecified,2,1.4,,,
simple track marketing roi uk,8,24,unspecified,2,1.4,,,
ultimate audience research methods 2025,6,24,unspecified,2,1.4,,,
ultimate audience research methods example,6,24,unspecified,2,1.4,,,
ultimate audience research methods pdf,6,24,unspecified,2,1.4,,,
ultimate audience research methods template,6,24,unspecified,2,1.4,,,
ultimate audience research methods uk,6,24,unspecified,2,1.4,,,
ultimate channel mix planning 2025,7,24,unspecified,2,1.4,,,
ultimate channel mix planning example,7,24,unspecified,2,1.4,,,
ultimate channel mix planning pdf,7,24,unspecified,2,1.4,,,
ultimate channel mix planning template,7,24,unspecified,2,1.4,,,
ultimate channel mix planning uk,7,24,unspecified,2,1.4,,,
ultimate marketing consultant advice 2025,4,24,unspecified,2,1.4,,,
ultimate marketing consultant advice example,4,24,unspecified,2,1.4,,,
ultimate marketing consultant advice pdf,4,24,unspecified,2,1.4,,,
ultimate marketing consultant advice template,4,24,unspecified,2,1.4,,,
ultimate marketing consultant advice uk,4,24,unspecified,2,1.4,,,
ultimate marketing strategy framework 2025,5,24,unspecified,2,1.4,,,
ultimate marketing strategy framework example,5,24,unspecified,2,1.4,,,
ultimate marketing strategy framework pdf,5,24,unspecified,2,1.4,,,
ultimate marketing strategy framework template,5,24,unspecified,2,1.4,,,
ultimate marketing strategy framework uk,5,24,unspecified,2,1.4,,,
ultimate track marketing roi 2025,8,24,unspecified,2,1.4,,,
ultimate track marketing roi example,8,24,unspecified,2,1.4,,,
ultimate track marketing roi pdf,8,24,unspecified,2,1.4,,,
ultimate track marketing roi template,8,24,unspecified,2,1.4,,,
ultimate track marketing roi uk,8,24,unspecified,2,1.4,,,
best digital marketing strategy guide 2025,3,30,informational,2,1.4,,,
best digital marketing strategy guide example,3,30,informational,2,1.4,,,
best digital marketing strategy guide pdf,3,30,informational,2,1.4,,,
best digital marketing strategy guide template,3,30,informational,2,1.4,,,
best digital marketing strategy guide uk,3,30,informational,2,1.4,,,
best how to create a marketing plan 2025,1,30,informational,2,1.4,,,
best how to create a marketing plan example,1,30,informational,2,1.4,,,
best how to create a marketing plan pdf,1,30,informational,2,1.4,,,
best how to create a marketing plan template,1,30,informational,2,1.4,,,
best how to create a marketing plan uk,1,30,informational,2,1.4,,,
best marketing strategy for small business 2025,0,30,commercial,2,1.4,,,
best marketing strategy for small business example,0,30,commercial,2,1.4,,,
best marketing strategy for small business pdf,0,30,commercial,2,1.4,,,
best marketing strategy for small business template,0,30,commercial,2,1.4,,,
best marketing strategy for small business uk,0,30,commercial,2,1.4,,,
best small business marketing tips 2025,2,30,commercial,2,1.4,,,
best small business marketing tips example,2,30,commercial,2,1.4,,,
best small business marketing tips pdf,2,30,commercial,2,1.4,,,
best small business marketing tips template,2,30,commercial,2,1.4,,,
best small business marketing tips uk,2,30,commercial,2,1.4,,,
simple digital marketing strategy guide 2025,3,30,informational,2,1.4,,,
simple digital marketing strategy guide example,3,30,informational,2,1.4,,,
simple digital marketing strategy guide pdf,3,30,informational,2,1.4,,,
simple digital marketing strategy guide template,3,30,informational,2,1.4,,,
simple digital marketing strategy guide uk,3,30,informational,2,1.4,,,
simple how to create a marketing plan 2025,1,30,informational,2,1.4,,,
simple how to create a marketing plan example,1,30,informational,2,1.4,,,
simple how to create a marketing plan pdf,1,30,informational,2,1.4,,,
simple how to create a marketing plan template,1,30,informational,2,1.4,,,
simple how to create a marketing plan uk,1,30,informational,2,1.4,,,
simple marketing strategy for small business 2025,0,30,unspecified,2,1.4,,,
simple marketing strategy for small business example,0,30,unspecified,2,1.4,,,
simple marketing strategy for small business pdf,0,30,unspecified,2,1.4,,,
simple marketing strategy for small business template,0,30,unspecified,2,1.4,,,
simple marketing strategy for small business uk,0,30,unspecified,2,1.4,,,
simple small business marketing tips 2025,2,30,unspecified,2,1.4,,,
simple small business marketing tips example,2,30,unspecified,2,1.4,,,
simple small business marketing tips pdf,2,30,unspecified,2,1.4,,,
simple small business marketing tips template,2,30,unspecified,2,1.4,,,
simple small business marketing tips uk,2,30,unspecified,2,1.4,,,
step by step digital marketing strategy guide 2025,3,30,informational,2,1.4,,,
step by step digital marketing strategy guide example,3,30,informational,2,1.4,,,
step by step digital marketing strategy guide pdf,3,30,informational,2,1.4,,,
step by step digital marketing strategy guide template,3,30,informational,2,1.4,,,
step by step digital marketing strategy guide uk,3,30,informational,2,1.4,,,
step by step how to create a marketing plan 2025,1,30,informational,2,1.4,,,
step by step how to create a marketing plan example,1,30,informational,2,1.4,,,
step by step how to create a marketing plan pdf,1,30,informational,2,1.4,,,
step by step how to create a marketing plan template,1,30,informational,2,1.4,,,
step by step how to create a marketing plan uk,1,30,informational,2,1.4,,,
step by step marketing strategy for small business 2025,0,30,unspecified,2,1.4,,,
step by step marketing strategy for small business example,0,30,unspecified,2,1.4,,,
step by step marketing strategy for small business pdf,0,30,unspecified,2,1.4,,,
step by step marketing strategy for small business template,0,30,unspecified,2,1.4,,,
step by step marketing strategy for small business uk,0,30,unspecified,2,1.4,,,
step by step small business marketing tips 2025,2,30,unspecified,2,1.4,,,
step by step small business marketing tips example,2,30,unspecified,2,1.4,,,
step by step small business marketing tips pdf,2,30,unspecified,2,1.4,,,
step by step small business marketing tips template,2,30,unspecified,2,1.4,,,
step by step small business marketing tips uk,2,30,unspecified,2,1.4,,,
ultimate digital marketing strategy guide 2025,3,30,informational,2,1.4,,,
ultimate digital marketing strategy guide example,3,30,informational,2,1.4,,,
ultimate digital marketing strategy guide pdf,3,30,informational,2,1.4,,,
ultimate digital marketing strategy guide template,3,30,informational,2,1.4,,,
ultimate digital marketing strategy guide uk,3,30,informational,2,1.4,,,
ultimate how to create a marketing plan 2025,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan example,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan pdf,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan template,1,30,informational,2,1.4,,,
ultimate how to create a marketing plan uk,1,30,informational,2,1.4,,,
ultimate marketing strategy for small business 2025,0,30,unspecified,2,1.4,,,
ultimate marketing strategy for small business example,0,30,unspecified,2,1.4,,,
ultimate marketing strategy for small business pdf,0,30,unspecified,2,1.4,,,
ultimate marketing strategy for small business template,0,30,unspecified,2,1.4,,,
ultimate marketing strategy for small business uk,0,30,unspecified,2,1.4,,,
ultimate small business marketing tips 2025,2,30,unspecified,2,1.4,,,
ultimate small business marketing tips example,2,30,unspecified,2,1.4,,,
ultimate small business marketing tips pdf,2,30,unspecified,2,1.4,,,
ultimate small business marketing tips template,2,30,unspecified,2,1.4,,,
ultimate small business marketing tips uk,2,30,unspecified,2,1.4,,,
audience research methods 2025,6,24,unspecified,1,1.2,,,
audience research methods example,6,24,unspecified,1,1.2,,,
audience research methods pdf,6,24,unspecified,1,1.2,,,
audience research methods template,6,24,unspecified,1,1.2,,,
audience research methods uk,6,24,unspecified,1,1.2,,,
best audience research methods,6,24,commercial,1,1.2,,,
best channel mix planning,7,24,commercial,1,1.2,,,
best marketing consultant advice,4,24,commercial,1,1.2,,,
best marketing strategy framework,5,24,commercial,1,1.2,,,
best track marketing roi,8,24,commercial,1,1.2,,,
channel mix planning 2025,7,24,unspecified,1,1.2,,,
channel mix planning example,7,24,unspecified,1,1.2,,,
channel mix planning pdf,7,24,unspecified,1,1.2,,,
channel mix planning template,7,24,unspecified,1,1.2,,,
channel mix planning uk,7,24,unspecified,1,1.2,,,
marketing consultant advice 2025,4,24,unspecified,1,1.2,,,
marketing consultant advice example,4,24,unspecified,1,1.2,,,
marketing consultant advice pdf,4,24,unspecified,1,1.2,,,
marketing consultant advice template,4,24,unspecified,1,1.2,,,
marketing consultant advice uk,4,24,unspecified,1,1.2,,,
marketing strategy framework 2025,5,24,unspecified,1,1.2,,,
marketing strategy framework example,5,24,unspecified,1,1.2,,,
marketing strategy framework pdf,5,24,unspecified,1,1.2,,,
marketing strategy framework template,5,24,unspecified,1,1.2,,,
marketing strategy framework uk,5,24,unspecified,1,1.2,,,
simple audience research methods,6,24,unspecified,1,1.2,,,
simple channel mix planning,7,24,unspecified,1,1.2,,,
simple marketing consultant advice,4,24,unspecified,1,1.2,,,
simple marketing strategy framework,5,24,unspecified,1,1.2,,,
simple track marketing roi,8,24,unspecified,1,1.2,,,
track marketing roi 2025,8,24,unspecified,1,1.2,,,
track marketing roi example,8,24,unspecified,1,1.2,,,
track marketing roi pdf,8,24,unspecified,1,1.2,,,
track marketing roi template,8,24,unspecified,1,1.2,,,
track marketing roi uk,8,24,unspecified,1,1.2,,,
ultimate audience research methods,6,24,unspecified,1,1.2,,,
ultimate channel mix planning,7,24,unspecified,1,1.2,,,
ultimate marketing consultant advice,4,24,unspecified,1,1.2,,,
ultimate marketing strategy framework,5,24,unspecified,1,1.2,,,
ultimate track marketing roi,8,24,unspecified,1,1.2,,,
best digital marketing strategy guide,3,30,informational,1,1.2,,,
best how to create a marketing plan,1,30,informational,1,1.2,,,
best marketing strategy for small business,0,30,commercial,1,1.2,,,
best small business marketing tips,2,30,commercial,1,1.2,,,
digital marketing strategy guide 2025,3,30,informational,1,1.2,,,
digital marketing strategy guide example,3,30,informational,1,1.2,,,
digital marketing strategy guide pdf,3,30,informational,1,1.2,,,
digital marketing strategy guide template,3,30,informational,1,1.2,,,
digital marketing strategy guide uk,3,30,informational,1,1.2,,,
how to create a marketing plan 2025,1,30,informational,1,1.2,,,
how to create a marketing plan example,1,30,informational,1,1.2,,,
how to create a marketing plan pdf,1,30,informational,1,1.2,,,
how to create a marketing plan template,1,30,informational,1,1.2,,,
how to create a marketing plan uk,1,30,informational,1,1.2,,,
marketing strategy for small business 2025,0,30,unspecified,1,1.2,,,
marketing strategy for small business example,0,30,unspecified,1,1.2,,,
marketing strategy for small business pdf,0,30,unspecified,1,1.2,,,
marketing strategy for small business template,0,30,unspecified,1,1.2,,,
marketing strategy for small business uk,0,30,unspecified,1,1.2,,,
simple digital marketing strategy guide,3,30,informational,1,1.2,,,
simple how to create a marketing plan,1,30,informational,1,1.2,,,
simple marketing strategy for small business,0,30,unspecified,1,1.2,,,
simple small business marketing tips,2,30,unspecified,1,1.2,,,
small business marketing tips 2025,2,30,unspecified,1,1.2,,,
small business marketing tips example,2,30,unspecified,1,1.2,,,
small business marketing tips pdf,2,30,unspecified,1,1.2,,,
small business marketing tips template,2,30,unspecified,1,1.2,,,
small business marketing tips uk,2,30,unspecified,1,1.2,,,
step by step digital marketing strategy guide,3,30,informational,1,1.2,,,
step by step how to create a marketing plan,1,30,informational,1,1.2,,,
step by step marketing strategy for small business,0,30,unspecified,1,1.2,,,
step by step small business marketing tips,2,30,unspecified,1,1.2,,,
ultimate digital marketing strategy guide,3,30,informational,1,1.2,,,
ultimate how to create a marketing plan,1,30,informational,1,1.2,,,
ultimate marketing strategy for small business,0,30,unspecified,1,1.2,,,
ultimate small business marketing tips,2,30,unspecified,1,1.2,,,
audience research methods,6,24,unspecified,0,1.0,,,
channel mix planning,7,24,unspecified,0,1.0,,,
marketing consultant advice,4,24,unspecified,0,1.0,,,
marketing strategy framework,5,24,unspecified,0,1.0,,,
track marketing roi,8,24,unspecified,0,1.0,,,
digital marketing strategy guide,3,30,informational,0,1.0,,,
how to create a marketing plan,1,30,informational,0,1.0,,,
marketing strategy for small business,0,30,unspecified,0,1.0,,,
small business marketing tips,2,30,unspecified,0,1.0,,,
