keyword,cluster_id,cluster_size,intent,modifier_hits,score,volume,difficulty,cpc
local business seo audit local,0,80,unspecified,3,1.6,,,
local business seo audit near me,0,80,transactional,4,1.6,,,
local business your marketing consultant,0,80,unspecified,3,1.6,,,
local business your marketing consultant for local business,0,80,unspecified,4,1.6,,,
local business your marketing consultant for small business,0,80,unspecified,5,1.6,,,
local business your marketing consultant local,0,80,unspecified,3,1.6,,,
local business your marketing consultant near me,0,80,transactional,4,1.6,,,
local keyword research for local business,0,80,unspecified,4,1.6,,,
local keyword research for small business,0,80,unspecified,4,1.6,,,
local keyword research near me,0,80,transactional,3,1.6,,,
local local seo for local business,0,80,unspecified,4,1.6,,,
local local seo for small business,0,80,unspecified,4,1.6,,,
local local seo near me,0,80,transactional,3,1.6,,,
local seo audit for local business,0,80,unspecified,4,1.6,,,
local seo audit for small business,0,80,unspecified,4,1.6,,,
local seo audit near me,0,80,transactional,3,1.6,,,
local seo for local business,0,80,unspecified,4,1.6,,,
local seo for small business,0,80,unspecified,4,1.6,,,
local seo near me,0,80,transactional,3,1.6,,,
local your marketing consultant for local business,0,80,unspecified,4,1.6,,,
local your marketing consultant for small business,0,80,unspecified,4,1.6,,,
local your marketing consultant near me,0,80,transactional,3,1.6,,,
seo audit for local business,0,80,unspecified,4,1.6,,,
small business keyword research for local business,0,80,unspecified,5,1.6,,,
small business keyword research local,0,80,unspecified,3,1.6,,,
small business local seo,0,80,unspecified,3,1.6,,,
small business local seo for local business,0,80,unspecified,5,1.6,,,
small business local seo for small business,0,80,unspecified,4,1.6,,,
small business local seo local,0,80,unspecified,3,1.6,,,
small business local seo near me,0,80,transactional,4,1.6,,,
small business seo audit for local business,0,80,unspecified,5,1.6,,,
small business seo audit local,0,80,unspecified,3,1.6,,,
small business your marketing consultant for local business,0,80,unspecified,5,1.6,,,
small business your marketing consultant local,0,80,unspecified,3,1.6,,,
your marketing consultant for local business,0,80,unspecified,4,1.6,,,
local the advantages of social media marketing,1,40,unspecified,2,1.4,,,
local the advantages of social media marketing local,1,40,unspecified,2,1.4,,,
local what social media marketing encompasses,1,40,informational,2,1.4,,,
local what social media marketing encompasses local,1,40,informational,2,1.4,,,
small business the advantages of social media marketing for small business,1,40,unspecified,2,1.4,,,
small business the advantages of social media marketing near me,1,40,transactional,2,1.4,,,
small business what social media marketing encompasses for small business,1,40,informational,2,1.4,,,
small business what social media marketing encompasses near me,1,40,informational,2,1.4,,,
the advantages of social media marketing for small business,1,40,unspecified,2,1.4,,,
the advantages of social media marketing local,1,40,unspecified,2,1.4,,,
what social media marketing encompasses for small business,1,40,informational,2,1.4,,,
what social media marketing encompasses local,1,40,informational,2,1.4,,,
keyword research for small business,0,80,unspecified,2,1.4,,,
keyword research local,0,80,unspecified,2,1.4,,,
local keyword research,0,80,unspecified,2,1.4,,,
local keyword research local,0,80,unspecified,2,1.4,,,
local local seo,0,80,unspecified,2,1.4,,,
local local seo local,0,80,unspecified,2,1.4,,,
local seo audit,0,80,unspecified,2,1.4,,,
local seo audit local,0,80,unspecified,2,1.4,,,
local seo local,0,80,unspecified,2,1.4,,,
local your marketing consultant,0,80,unspecified,2,1.4,,,
local your marketing consultant local,0,80,unspecified,2,1.4,,,
seo audit for small business,0,80,unspecified,2,1.4,,,
seo audit local,0,80,unspecified,2,1.4,,,
small business keyword research for small business,0,80,unspecified,2,1.4,,,
small business keyword research near me,0,80,transactional,2,1.4,,,
small business seo audit for small business,0,80,unspecified,2,1.4,,,
small business seo audit near me,0,80,transactional,2,1.4,,,
small business your marketing consultant for small business,0,80,unspecified,2,1.4,,,
small business your marketing consultant near me,0,80,transactional,2,1.4,,,
your marketing consultant for small business,0,80,unspecified,2,1.4,,,
your marketing consultant local,0,80,unspecified,2,1.4,,,
small business the advantages of social media marketing,1,40,unspecified,1,1.2,,,
small business what social media marketing encompasses,1,40,informational,1,1.2,,,
the advantages of social media marketing near me,1,40,transactional,1,1.2,,,
what social media marketing encompasses near me,1,40,informational,1,1.2,,,
keyword research near me,0,80,transactional,1,1.2,,,
seo audit near me,0,80,transactional,1,1.2,,,
small business keyword research,0,80,unspecified,1,1.2,,,
small business seo audit,0,80,unspecified,1,1.2,,,
small business your marketing consultant,0,80,unspecified,1,1.2,,,
your marketing consultant near me,0,80,transactional,1,1.2,,,
the advantages of social media marketing,1,40,unspecified,0,1.0,,,
what social media marketing encompasses,1,40,informational,0,1.0,,,
your marketing consultant,0,80,unspecified,0,1.0,,,
local seo,0,80,unspecified,2,0.9,,,
keyword research,0,80,unspecified,0,0.5,,,
seo audit,0,80,unspecified,0,0.5,,,
